Customer ID,Churn,RecencyDays,PurchaseFrequency,MonetaryValue,AverageOrderValue,CustomerTenureDays,UniqueProducts,AverageQuantityPerOrder,MedianPurchaseGap,MeanPurchaseGap,ReturnTransactionCount,ReturnedQuantity,ReturnedValue,IsRepeatCustomer,ReturnTransactionRate,ProductsPerOrder,PurchaseActivityRate
13085,0,114.95347222222222,7,2295.3,327.90000000000003,558.2118055555555,46,128.57142857142858,57.0,147.66666666666666,2.0,109.0,973.82,1,0.2857142857142857,6.571428571428571,0.012517618423748704
13078,0,20.028472222222224,41,20857.28,508.7141463414634,558.1555555555556,131,191.26829268292684,12.0,13.794871794871796,29.0,105.0,576.01,1,0.7073170731707317,3.1951219512195124,0.07332485493998887
15362,1,268.09236111111113,2,613.08,306.53999999999996,558.1541666666667,38,184.0,290.0,290.0,0.0,0.0,0.0,1,0.0,19.0,0.0035768310767006714
18102,0,2.807638888888889,102,413459.37,4053.5232352941175,558.1430555555555,310,1357.7450980392157,7.0,11.1,7.0,1229.0,7545.83,1,0.06862745098039216,3.0392156862745097,0.18242200987125637
12682,0,11.970833333333333,32,15947.69,498.3653125,558.1402777777778,251,224.71875,15.0,17.612903225806452,1.0,9.0,88.1,1,0.03125,7.84375,0.05723071878702671
18087,0,110.08819444444444,16,13908.72,869.295,558.1298611111112,43,485.875,27.0,37.333333333333336,3.0,59.0,105.1,1,0.1875,2.6875,0.028615892501617717
13635,0,262.1138888888889,3,1928.1299999999999,642.71,558.1277777777777,89,402.3333333333333,148.0,148.0,2.0,15.0,50.94,1,0.6666666666666666,29.666666666666668,0.005365499836054172
14110,0,39.96597222222222,23,9006.32,391.5791304347826,558.125,148,181.30434782608697,16.0,24.666666666666668,2.0,12.0,30.35,1,0.08695652173913043,6.434782608695652,0.041135703107534095
12636,1,558.1215277777778,1,141.0,141.0,558.1215277777778,1,1.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,1.0,0.0017885199376502076
17519,0,26.108333333333334,12,3885.75,323.8125,558.1201388888888,124,213.33333333333334,52.0,48.36363636363637,2.0,4.0,6.669999999999999,1,0.16666666666666666,10.333333333333334,0.021462292565327716
13758,0,20.90138888888889,13,7859.1,604.5461538461539,558.1138888888889,199,332.0,33.0,44.75,4.0,9.0,153.84,1,0.3076923076923077,15.307692307692308,0.023251076852758082
12362,0,45.15138888888889,3,1104.34,368.1133333333334,558.1111111111111,52,168.33333333333334,256.5,256.5,1.0,2.0,4.9,1,0.3333333333333333,17.333333333333332,0.005365659777424483
15413,1,511.05347222222224,5,6798.72,1359.7440000000001,558.1055555555556,20,538.8,7.0,11.75,2.0,2.0,9330.1,1,0.4,4.0,0.008942855155555996
16321,0,124.90277777777777,5,454.55,90.91,558.0930555555556,14,37.4,112.0,144.33333333333334,2.0,121.0,264.05,1,0.4,2.8,0.008943055096671941
16167,1,233.88680555555555,5,1386.1200000000001,277.22400000000005,558.0861111111111,51,298.8,121.0,108.0,1.0,35.0,236.25,1,0.2,10.2,0.008943166178932881
17865,0,24.059722222222224,33,19947.53,604.470606060606,558.0840277777778,326,290.09090909090907,18.0,21.36,12.0,117.0,485.09,1,0.36363636363636365,9.878787878787879,0.05902511672738519
17592,1,558.0840277777778,1,148.3,148.3,558.0840277777778,13,38.0,61.0,70.81666666666666,1.0,38.0,148.3,0,1.0,13.0,0.0017886399008298544
13767,0,22.94375,58,23924.5,412.4913793103448,558.0819444444444,112,177.8448275862069,7.0,11.88888888888889,16.0,59.0,239.7,1,0.27586206896551724,1.9310344827586208,0.1037415008235227
17238,0,4.0881944444444445,24,5144.41,214.35041666666666,558.0770833333333,402,100.79166666666667,19.5,27.7,0.0,0.0,0.0,1,0.0,16.75,0.04292789083198873
15712,0,2.876388888888889,9,2858.7000000000003,317.6333333333334,558.0645833333333,74,107.44444444444444,68.0,69.375,1.0,1.0,4.95,1,0.1111111111111111,8.222222222222221,0.016098318992662595
15311,0,4.954166666666667,162,87944.0,542.8641975308642,558.0618055555556,699,331.5925925925926,3.0,3.7114093959731544,50.0,1005.0,2505.57,1,0.30864197530864196,4.314814814814815,0.28977118162993803
16329,1,247.00416666666666,4,1664.92,416.23,558.0527777777778,83,199.25,93.0,103.66666666666667,0.0,0.0,0.0,1,0.0,20.75,0.007154959529760159
17700,0,32.99305555555556,12,5270.9,439.24166666666673,558.0506944444444,211,225.16666666666666,49.0,52.5,3.0,7.0,39.25,1,0.25,17.583333333333332,0.021464958579337744
14911,0,2.9611111111111112,263,191094.28,726.5942205323194,558.0479166666667,2018,338.4220532319392,2.0,3.2267441860465116,79.0,3668.0,19143.78,1,0.30038022813688214,7.673003802281369,0.4704426797047063
15998,0,82.01736111111111,13,6969.34,536.103076923077,558.0451388888889,596,339.9230769230769,37.0,43.27272727272727,4.0,15.0,82.15,1,0.3076923076923077,45.84615384615385,0.023253936213161082
12931,0,23.115277777777777,49,54212.08,1106.3689795918367,558.0444444444445,23,779.0204081632653,11.0,15.285714285714286,10.0,10134.0,12536.52,1,0.20408163265306123,0.46938775510204084,0.08764956075843701
12533,1,447.07916666666665,2,1367.89,683.9449999999999,558.0416666666666,63,352.0,111.0,111.0,4.0,136.0,217.89999999999998,1,2.0,31.5,0.0035775508683014087
17984,0,211.9423611111111,4,999.51,249.8775,558.0409722222222,165,210.25,99.0,115.33333333333333,0.0,0.0,0.0,1,0.0,41.25,0.007155110624718175
14871,0,74.97777777777777,7,956.0400000000001,136.57714285714286,558.0368055555556,89,48.285714285714285,87.0,80.5,0.0,0.0,0.0,1,0.0,12.714285714285714,0.012521536919279564
13394,0,34.014583333333334,14,5037.01,359.7864285714286,558.0361111111112,199,262.92857142857144,37.0,40.30769230769231,3.0,20.0,90.6,1,0.21428571428571427,14.214285714285714,0.025043104947503888
16011,0,3.8555555555555556,20,3466.71,173.3355,558.0333333333333,156,104.45,22.0,29.157894736842106,1.0,3.0,13.45,1,0.05,7.8,0.03577604197722259
16393,0,4.949305555555555,16,3226.35,201.646875,558.0256944444444,279,124.3125,30.0,36.86666666666667,1.0,13.0,16.65,1,0.0625,17.4375,0.028621224675371464
14040,0,2.957638888888889,29,10908.65,376.1603448275862,558.025,300,144.6551724137931,17.5,21.346153846153847,5.0,21.0,119.05,1,0.1724137931034483,10.344827586206897,0.0518760341666294
12913,0,102.08402777777778,11,4666.0,424.1818181818182,558.0222222222222,31,182.9090909090909,27.0,45.6,0.0,0.0,0.0,1,0.0,2.8181818181818183,0.019677214183494992
15061,0,4.165972222222222,109,103135.5,946.197247706422,558.0222222222222,116,565.5504587155963,7.0,10.072727272727272,9.0,618.0,1306.44,1,0.08256880733944955,1.0642201834862386,0.1949833041819049
14341,0,34.89861111111111,14,2988.19,213.44214285714287,558.0208333333334,126,131.0,76.5,65.375,2.0,3.0,23.85,1,0.14285714285714285,9.0,0.02504378936384303
17804,1,195.95069444444445,3,383.78000000000003,127.92666666666666,558.0194444444444,82,64.66666666666667,181.0,181.0,1.0,1.0,5.1,1,0.3333333333333333,27.333333333333332,0.005366539625435411
14156,0,5.959722222222222,120,241077.89,2008.9824166666667,558.0138888888889,1230,1059.675,4.0,6.0,38.0,1895.0,15939.939999999999,1,0.31666666666666665,10.25,0.21466371835325102
13599,0,17.913888888888888,19,6666.78,350.8831578947369,558.0138888888889,139,219.6315789473684,39.0,45.0,15.0,185.0,326.56,1,0.7894736842105263,7.315789473684211,0.03398842207259808
17063,0,108.96180555555556,8,2496.76,312.095,558.0097222222222,111,164.25,73.5,74.83333333333333,7.0,11.0,32.05,1,0.875,13.875,0.014311021225530266
15719,0,19.054861111111112,25,7594.77,303.7908,558.0020833333333,366,157.24,22.0,22.458333333333332,7.0,12.0,75.45,1,0.28,14.64,0.044722552465144366
12490,0,34.12708333333333,13,5601.43,430.8792307692308,557.9986111111111,136,273.38461538461536,51.0,43.666666666666664,1.0,4.0,5.0,1,0.07692307692307693,10.461538461538462,0.023255871734922814
15793,0,88.08680555555556,6,1740.6,290.1,557.9972222222223,9,220.66666666666666,110.0,94.0,0.0,0.0,0.0,1,0.0,1.5,0.010733505930758948
17056,1,557.9965277777778,1,128.60000000000002,128.60000000000002,557.9965277777778,8,26.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,8.0,0.0017889198775086804
13526,1,557.9840277777778,2,1182.0,591.0,557.9958333333333,29,955.5,61.0,70.81666666666666,2.0,264.0,239.39999999999998,0,1.0,14.5,0.0035778441997927836
14654,1,557.9951388888888,1,246.86,246.86,557.9951388888888,27,273.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,27.0,0.0017889243222896246
